name,m_fuse,p_fuse,m_model,p_model,auprc
Davis_ESM2_chemberta,True,True,False,False,0.8078411221504211
Davis_ESM-1B_chemberta,True,True,True,True,0.8274722695350647
Davis_ESM3_chemberta,True,True,True,False,0.7982028126716614
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8216102719306946
Davis_ESM3_roberta,True,True,True,True,0.8114713430404663
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8240277171134949
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8143580555915833
Davis_ESM2_pebchem10m,True,True,True,True,0.8057359457015991
Davis_ESM3_pebchem10m,True,True,True,True,0.8137091994285583
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.7995023727416992
Davis_ESM2_roberta,True,False,True,True,0.7901254892349243
Davis_ESM-1B_chemberta,True,True,False,False,0.8262704014778137
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8045875430107117
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.8197522163391113
Davis_ESM-1B_roberta,True,True,False,True,0.8333115577697754
Davis_ESM3_chemberta,False,True,True,True,0.8079546689987183
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8380349278450012
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8336321115493774
Davis_ProtBert-BFD_roberta,True,True,False,False,0.791154146194458
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8151463866233826
Davis_ESM2_chemberta,False,False,True,True,0.7922504544258118
Davis_ESM3_roberta,True,True,False,False,0.8031627535820007
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.790518581867218
Davis_ESM3_pebchem10m,True,True,False,False,0.8045895099639893
Davis_ESM3_chemberta,True,False,True,True,0.7815653681755066
Davis_ESM2_pebchem10m,True,True,False,False,0.8106550574302673
Davis_ESM2_roberta,True,True,True,True,0.803392231464386
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8101062178611755
Davis_ESM-1B_roberta,True,True,True,False,0.8162099123001099
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8326108455657959
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.7980121970176697
Davis_ProtBert-BFD_roberta,False,False,True,True,0.7959405183792114
Davis_ESM2_chemberta,True,True,False,True,0.7945997714996338
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.7817724347114563
Davis_ESM-1B_chemberta,False,False,True,True,0.782137930393219
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8113061189651489
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7877045273780823
Davis_ESM3_roberta,False,False,True,True,0.7901811599731445
Davis_ESM3_pebchem10m,False,False,True,True,0.8028189539909363
Davis_ESM3_chemberta,True,True,True,True,0.8002200126647949
Davis_ESM2_pebchem10m,False,False,True,True,0.7842240929603577
Davis_ESM-1B_roberta,False,True,True,True,0.8135709762573242
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.801751434803009
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.8333898186683655
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8241080641746521
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.7921216487884521
Davis_ESM2_chemberta,True,True,True,False,0.7974197864532471
Davis_ESM2_roberta,True,True,False,False,0.8073153495788574
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8081022500991821
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8118475675582886
Davis_ESM-1B_chemberta,True,True,False,True,0.8293042182922363
Davis_ESM3_chemberta,True,True,False,False,0.787455677986145
Davis_ESM-1B_pebchem10m,True,True,False,True,0.8281188011169434
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8245883584022522
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.7951492667198181
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8313877582550049
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8145679235458374
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8097684979438782
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8294039964675903
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.8299752473831177
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.8045440316200256
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8299920558929443
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8340181112289429
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.810882568359375
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8294708132743835
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.8112198710441589
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8150272369384766
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8127724528312683
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8280983567237854
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8236440420150757
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8252453207969666
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8215544819831848
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8210905194282532
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8290831446647644
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7799468636512756
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.7712307572364807
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8124566674232483
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.814551830291748
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8187416195869446
Davis_ESM-1B_pebchem10m,True,True,False,True,0.827934741973877
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8043877482414246
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8163900375366211
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8332595229148865
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.806471049785614
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.83152836561203
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.8148742318153381
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8162559270858765
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8198660016059875
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.8226680755615234
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8337286710739136
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8270469903945923
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8218696713447571
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8295402526855469
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7834410667419434
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.7869424819946289
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8203784823417664
Davis_ProtBert-BFD_roberta,True,True,False,False,0.7919824123382568
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.8307605385780334
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.8216712474822998
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8014021515846252
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.7989346385002136
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8064126372337341
Davis_ESM-1B_roberta,True,True,True,True,0.8396106958389282
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8196165561676025
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.8079957962036133
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8270189762115479
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8110486268997192
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.8055200576782227
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8112564086914062
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8179224133491516
Davis_ESM-1B_roberta,True,True,False,False,0.8399947285652161
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8163440227508545
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8260364532470703
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.8323912024497986
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8216726779937744
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8238831758499146
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7688078284263611
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8111056089401245
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8193822503089905
Davis_ProtBert-BFD_roberta,True,True,True,False,0.7790054082870483
Davis_ESM-1B_roberta,False,False,True,True,0.7948238253593445
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8229776620864868
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.7875787615776062
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.8142391443252563
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8127543926239014
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.7931997179985046
Davis_ESM-1B_roberta,True,True,False,True,0.8317435383796692
Davis_ESM-1B_pebchem10m,True,True,False,True,0.8260660171508789
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8326402902603149
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8193485140800476
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.8008549213409424
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.7977339029312134
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8376326560974121
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8173025250434875
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8161385655403137
Davis_ESM-1B_roberta,True,True,True,False,0.8418382406234741
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8233897686004639
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.8136261701583862
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.826977014541626
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.8328307867050171
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.8126445412635803
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8017950654029846
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8257606029510498
Davis_ESM-1B_roberta,False,True,True,True,0.8356231451034546
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8062983155250549
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8086260557174683
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8249247670173645
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8283683061599731
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.8215909600257874
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7754452228546143
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.7903708219528198
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8168505430221558
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.8001588582992554
Davis_ESM-1B_roberta,True,False,True,True,0.805048406124115
Davis_ProtBert-BFD_roberta,True,True,False,False,0.7953194379806519
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.791649341583252
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8204153776168823
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.8125284314155579
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8095621466636658
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8071829676628113
Davis_ESM-1B_roberta,True,True,True,True,0.8291316628456116
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.8171131610870361
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8303746581077576
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8106806874275208
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.807064414024353
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8261700868606567
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8288009166717529
Davis_ESM-1B_roberta,True,True,False,False,0.825860857963562
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8013718724250793
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8222563862800598
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.7855215668678284
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8254437446594238
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8150055408477783
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8285449743270874
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.803053081035614
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8067711591720581
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8181139826774597
Davis_ProtBert-BFD_roberta,True,True,True,False,0.7937400341033936
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8206523656845093
Davis_ESM-1B_roberta,False,False,True,True,0.7768912315368652
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7770465612411499
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8239777088165283
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.8177255392074585
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8079178333282471
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8006296753883362
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.7938697934150696
Davis_ESM-1B_roberta,True,True,False,True,0.8112635612487793
Davis_ESM-1B_pebchem10m,True,True,False,True,0.8203940987586975
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.7931379675865173
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.8041332960128784
Davis_ProtBert-BFD_roberta,True,False,True,True,0.7992098927497864
Davis_ESM-1B_roberta,True,True,True,False,0.8104543685913086
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.7923531532287598
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8249422907829285
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.8175232410430908
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.8089572787284851
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8186473250389099
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.8229355216026306
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8205211758613586
Davis_ESM-1B_roberta,False,True,True,True,0.8143516182899475
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8093870282173157
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8237649202346802
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.8237894177436829
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.8184153437614441
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8197424411773682
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.829495906829834
Davis_ESM-1B_roberta,True,False,True,True,0.778286337852478
Davis_ProtBert-BFD_roberta,True,True,False,False,0.7952199578285217
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8015878796577454
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.7927714586257935
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8039894700050354
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.7916644811630249
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8323591947555542
Davis_ESM-1B_roberta,True,True,True,True,0.8260248303413391
Davis_ESM-1B_pebchem10m,True,False,True,True,0.796165406703949
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8223695755004883
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.784824550151825
Davis_ProtBert-BFD_roberta,False,False,True,True,0.8150338530540466
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8163809776306152
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.8074702024459839
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.8195668458938599
Davis_ESM-1B_roberta,True,True,False,False,0.83086097240448
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8139715194702148
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.7980383634567261
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.804284930229187
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8206787705421448
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8330281972885132
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.8141026496887207
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8087074160575867
Davis_ESM-1B_roberta,False,False,True,True,0.7722542881965637
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8097140789031982
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.8206523656845093
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8149572610855103
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8060417175292969
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8084022998809814
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.7853823304176331
Davis_ProtBert-BFD_roberta,True,True,True,False,0.7971590161323547
Davis_ESM-1B_roberta,True,True,False,True,0.8260552883148193
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8080847859382629
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8376967906951904
Davis_ESM-1B_pebchem10m,False,False,True,True,0.766834020614624
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.7816957831382751
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.8002932667732239
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.8058270812034607
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8158301115036011
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.8098064661026001
Davis_ESM-1B_roberta,True,True,True,False,0.8223865628242493
Davis_ESM-1B_pebchem10m,True,True,False,True,0.801815390586853
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.8294399380683899
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8041779398918152
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8185426592826843
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8212354183197021
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.8168199062347412
Davis_ESM-1B_roberta,False,True,True,True,0.8237713575363159
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8215776681900024
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8173902630805969
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8009699583053589
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.7969715595245361
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.807601809501648
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8007351756095886
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.8146964311599731
Davis_ProtBert-BFD_roberta,True,True,True,True,0.8121187090873718
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.7936676144599915
Davis_ESM-1B_roberta,True,False,True,True,0.7888972759246826
Davis_ESM-1B_pebchem10m,False,True,True,True,0.828766942024231
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.7885346412658691
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.7715588212013245
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.7934107184410095
Davis_ProtBert-BFD_roberta,True,True,False,False,0.7840027213096619
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8182568550109863
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8083032369613647
Davis_ESM-1B_roberta,True,True,True,True,0.8309041261672974
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7625867128372192
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8090112209320068
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.8010536432266235
Davis_ProtBert-BFD_roberta,False,False,True,True,0.7988372445106506
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.8042158484458923
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.8133113980293274
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.8254134058952332
Davis_ESM-1B_roberta,True,True,False,False,0.8412034511566162
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.7840783596038818
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8083478808403015
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8007611632347107
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8258162140846252
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.815336287021637
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.831514835357666
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8198862075805664
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.8093936443328857
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8096196055412292
Davis_ESM-1B_roberta,False,False,True,True,0.7809814214706421
Davis_ESM-1B_pebchem10m,True,True,False,False,0.8201494216918945
Davis_ProtBert-BFD_roberta,True,True,True,False,0.7904587388038635
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.8205356001853943
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8165997266769409
Davis_ProtBertT5-xl_roberta,True,False,True,True,0.7914518713951111
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.7955021858215332
Davis_ESM-1B_roberta,True,True,False,True,0.8232038021087646
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.7939647436141968
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8137252926826477
Davis_ProtBert-BFD_chemberta,True,True,False,False,0.8039480447769165
Davis_ESM-1B_pebchem10m,False,False,True,True,0.7774696350097656
Davis_ProtBertT5-xl_chemberta,False,True,True,True,0.809535562992096
Davis_ProtBertT5-xl_pebchem10m,False,False,True,True,0.8382773399353027
Davis_ProtBertT5-xl_roberta,True,True,True,True,0.8107695579528809
Davis_ESM-1B_roberta,True,True,True,False,0.8253829479217529
Davis_ProtBert-BFD_roberta,True,False,True,True,0.8065618276596069
Davis_ProtBert-BFD_pebchem10m,False,False,True,True,0.80727618932724
Davis_ProtBert-BFD_chemberta,False,False,True,True,0.8107078671455383
Davis_ProtBertT5-xl_chemberta,True,False,True,True,0.8203868865966797
Davis_ProtBertT5-xl_pebchem10m,True,True,False,True,0.8343732357025146
Davis_ESM-1B_pebchem10m,True,True,False,True,0.8201255798339844
Davis_ProtBertT5-xl_roberta,True,True,False,False,0.807179868221283
Davis_ESM-1B_roberta,False,True,True,True,0.8257056474685669
Davis_ProtBert-BFD_roberta,True,True,True,True,0.808469295501709
Davis_ProtBert-BFD_pebchem10m,True,True,False,True,0.81319260597229
Davis_ProtBert-BFD_chemberta,True,True,False,True,0.8152002096176147
Davis_ProtBertT5-xl_chemberta,True,True,True,True,0.8241456747055054
Davis_ProtBertT5-xl_pebchem10m,True,True,True,False,0.8082872033119202
Davis_ESM-1B_pebchem10m,True,True,True,False,0.8223704099655151
Davis_ProtBert-BFD_pebchem10m,True,True,True,False,0.7763266563415527
Davis_ProtBert-BFD_roberta,True,True,False,False,0.7862722277641296
Davis_ESM-1B_roberta,True,False,True,True,0.778099775314331
Davis_ProtBertT5-xl_roberta,False,False,True,True,0.8164809346199036
Davis_ProtBertT5-xl_chemberta,True,True,False,False,0.8036211729049683
Davis_ProtBertT5-xl_pebchem10m,False,True,True,True,0.8337588906288147
Davis_ProtBert-BFD_chemberta,True,True,True,False,0.8116450905799866
Davis_ProtBert-BFD_pebchem10m,False,True,True,True,0.8008294105529785
Davis_ProtBert-BFD_roberta,False,False,True,True,0.7995641231536865
Davis_ProtBertT5-xl_roberta,True,True,False,True,0.8090977072715759
Davis_ESM-1B_pebchem10m,False,True,True,True,0.8192547559738159
Davis_ProtBertT5-xl_pebchem10m,True,False,True,True,0.827913224697113
Davis_ESM-1B_roberta,True,True,True,True,0.8231632113456726
Davis_ProtBertT5-xl_chemberta,False,False,True,True,0.826193630695343
Davis_ProtBert-BFD_pebchem10m,True,False,True,True,0.797573983669281
Davis_ProtBert-BFD_chemberta,False,True,True,True,0.816505491733551
Davis_ProtBert-BFD_roberta,True,True,False,True,0.8060231804847717
Davis_ESM-1B_pebchem10m,True,False,True,True,0.7628431916236877
Davis_ProtBertT5-xl_roberta,True,True,True,False,0.7909247875213623
Davis_ProtBertT5-xl_pebchem10m,True,True,True,True,0.8273407816886902
Davis_ProtBert-BFD_pebchem10m,True,True,True,True,0.8174759149551392
Davis_ProtBertT5-xl_chemberta,True,True,False,True,0.8286768794059753
Davis_ESM-1B_roberta,True,True,False,False,0.8232986927032471
Davis_ProtBert-BFD_chemberta,True,False,True,True,0.8247376084327698
Davis_ProtBert-BFD_roberta,True,True,True,False,0.781869649887085
Davis_ESM-1B_pebchem10m,True,True,True,True,0.8396602869033813
Davis_ProtBertT5-xl_pebchem10m,True,True,False,False,0.8105811476707458
Davis_ESM-1B_roberta,False,False,True,True,0.7643593549728394
Davis_ProtBertT5-xl_roberta,False,True,True,True,0.826662540435791
Davis_ProtBert-BFD_chemberta,True,True,True,True,0.792140543460846
Davis_ProtBert-BFD_pebchem10m,True,True,False,False,0.8230187892913818
Davis_ProtBertT5-xl_chemberta,True,True,True,False,0.8103786110877991
Davis_ProtBert-BFD_roberta,False,True,True,True,0.8055702447891235
